,Unnamed: 0,Date,User,Tweet,English
120,120,2022-07-04 14:42:56+00:00,kamomen_japan,因みに埼玉比例車は候補者や党本部はノータッチです。若者連に丸投げと言えば丸投げ、任せてくれていると言えばそうなんですが。ちょっと荷が重いです。そーゆー意味で、いずれ、党内改革や地方創生、支部などの構築を私たちの手でやりたいところですね。ボランティア選挙、市民選挙なのでしょう？,"By the way, the Saitama proportional car does not touch the candidate or the party headquarters. If you say that the young people are throwing a round, and you leave it to them, that's right. It's a little heavy. In that sense, someday, we would like to carry out reforms within the party, regional revitalization, and the construction of branch offices. Volunteer elections, citizen elections?"
121,121,2022-07-04 04:07:50+00:00,kyoujuhs,#Nowplaying 地方創生プログラム　ONE-J 20220612 - 本仮屋ユイカ／斉藤慎二（ジャングルポケット） (地方創生プログラム　ONE-J) https://t.co/Yo2M8LIv1L,#Nowplaying Regional Revitalization Program ONE-J 20220612 - Yuika Motokariya / Shinji Saito (Jungle Pocket) (Regional Revitalization Program ONE-J) https://t.co/Yo2M8LIv1L
122,122,2022-06-29 08:27:03+00:00,kuro1_jp,"参議院議員選挙自民党全国比例区の #片山さつき 候補が麻布十番商店街で街頭演説。元地方創生・規制改革・女性活躍等担当国務大臣のネットワークをぜひ再び国政へ送り出していただくようお願い致します。
https://t.co/FF5PLOwYjW
#港区 #港区議会議員 #黒崎ゆういち https://t.co/uxpKx1iV77","Satsuki Katayama, a candidate for the Liberal Democratic Party nationwide proportional representation election for the House of Councilors election, gave a street speech at the Azabu Juban shopping district. I would like to ask her to send the network of the former Minister of State in charge of regional revitalization, regulatory reform, women's empowerment, etc. to the national government again.
https://t.co/FF5PLowYjW
#Minato Ward #Minato Ward Assembly Member #Yuichi Kurosaki https://t.co/uxpKx1iV77"
123,123,2022-06-27 20:13:38+00:00,yamayama7188,長野県塩尻市｜スマート田園都市に向けた自治体DXや独自のデジタル人材育成による地方創生を紹介！ https://t.co/ORnXAdxr4I,"Shiojiri City, Nagano Prefecture｜Introducing local government DX for smart garden cities and regional revitalization through unique digital human resource development! https://t.co/ORnXAdxr4I"
124,124,2022-06-27 02:26:31+00:00,risokagaku,"【6/29から開催】自治体・公共Week2022
財源不足の学校を応援！多忙な先生を助けるデジタル連絡ツール「スクリレ」

■6/29水～7/1金
■東京ビックサイト 地方創生EXPOブース：17-55
https://t.co/qiubPPX2IW

#理想科学 #スクリレ #連絡アプリ #業務効率化 #学校 #教育委員会 #PTA #基本料金無料 https://t.co/mjGVwTbvsa","[Held from 6/29] Local Government/Public Week 2022
Support schools with financial shortages! Digital communication tool ""Skurire"" to help busy teachers

■ 6/29 Wednesday - 7/1 Friday
■ Tokyo Big Sight Regional Revitalization EXPO Booth: 17-55
https://t.co/qiubPPX2IW

# Ideal Science # Scrile # Contact App # Business Efficiency # School # Board of Education # PTA # Free Basic Fee https://t.co/mjGVwTbvsa"
125,125,2022-06-26 01:03:03+00:00,akikatsu_cmo,おはようございます。爆暑の日曜日、こんな日は自宅で読書に浸る、もといネットも含めて知りたかったことをしっかり学ぶ。気になってきた移住のことも、コチラをご参考に。https://t.co/pflUywgLO9 #空き家バンク #空き家 #移住 #地方創生 #引っ越し #ええやん空き家やんch #企業公式夏のフォロー祭り,"good morning. On a hot Sunday, I immerse myself in reading at home on a day like this, learning what I wanted to know, including the Internet. If you are interested in relocating, please refer to here. https://t.co/pflUywgLO9 #Empty house bank #Empty house #Migration #Regional creation #Moving #Eeyan empty house ch #Corporate official summer follow festival"
126,126,2022-06-25 12:29:45+00:00,kojomasao,"河西宏一衆議院議員を迎えて、公明党街頭演説会を行いました。公明党が強く訴えて実現した1兆円の地方創生臨時交付金を活用して、新宿区では、物価高から区民生活を守るため、プレミアム付き商品券や学校給食費の値上げ抑制に取り組んでいます。
#日本を前へ
#比例区は公明党
#東京選挙区は竹谷とし子 https://t.co/4Eho1kUbUq","Koichi Kawanishi, a member of the House of Representatives, gave a public speech on the streets of Komeito. Leveraging the 1 trillion yen temporary subsidy for regional revitalization that was realized through the strong appeal of the Komeito Party, Shinjuku Ward is working to curb price hikes in gift certificates with premiums and school lunch fees in order to protect the lives of residents from high prices. increase.
#Forward Japan
# Proportional district is Komeito
# Tokyo constituency Toshiko Takeya https://t.co/4Eho1kUbUq"
127,127,2022-06-24 08:42:43+00:00,201602ken,"積水の取り組みかな？

ガイアの夜明け【地方創生の切り札！『道の駅』のいま】[字] テレビ東京 6月24日(金) 22:00 - 22:54 #ガイアの夜明け #テレビ東京 https://t.co/ddd19JOAWw","Is it an initiative of Sekisui?

Dawn of Gaia [The trump card for regional revitalization! “Michi no Eki” now] [Character] TV Tokyo Friday, June 24, 22:00-22:54 # Dawn of Gaia # TV Tokyo https://t.co/ddd19JOAWw"
128,128,2022-06-23 08:48:49+00:00,rural_frontier,"8月より始まる弊社主催のインターンシッププログラムはこちらURL から応募できます❗️
地方創生、場づくりに興味ある学生！

私たちと一緒に今年の夏は実りあるものにしませんか？🔥

＃夏のインターン
#地域活性化
＃場づくり
#24卒
#23卒
#22卒
https://t.co/Jgob4Cc0Cs","You can apply for the internship program hosted by our company starting in August from this URL❗️
Students interested in regional revitalization and place creation!

Would you like to make this summer fruitful with us? 🔥

＃Summer internship
#Regional activation
＃Creating a place
#24
#23
#22
https://t.co/Jgob4Cc0Cs"
129,129,2022-06-23 01:50:43+00:00,jkondo14,"「地方創生臨時交付金」の拡充は、私たちの生活に密着した財政支援に繋がります！
#東京都選挙区竹谷とし子","The expansion of the “Regional Revitalization Temporary Subsidy” will lead to financial support that is closely related to our lives!
#Tokyo election district Toshiko Takeya"
130,130,2022-06-21 10:06:11+00:00,kazuhiro_tane,"地方創生というか
都内にいなくても
仕事がスピードで回る仕組みあれば
あえて東京にいなくてもいいかもな。
幸福度は反比例するかもなぁ。
さてと。","Regional revitalization
Even if you're not in Tokyo
If there is a system that works at high speed
Maybe I don't have to be in Tokyo.
Happiness may be inversely proportional.
Well then."
131,131,2022-06-19 05:00:55+00:00,ytana4,"@420304 @DashNaka 支店ではなく、本店のことですかね？
タックスヘイブンになるかはわかりませんが、自治体間による税率に対する行動変容が起こるので、悪いことではないかと思います。

むしろ減税を通じた地方創生につながる可能性はある。","@420304 @DashNaka You mean the head office, not the branch?
I don't know if it will become a tax haven, but I think it's a bad thing because there will be behavioral changes between local governments regarding tax rates.

Rather, there is a possibility that it will lead to regional revitalization through tax cuts."
132,132,2022-06-17 13:48:36+00:00,kojomasao,公明党東京都本部街頭演説会にお集まりいただいた皆さま、誠にありがとうございます。一人に寄り添う政治を貫く竹谷とし子参議院議員は、物価高騰対策としてプレミアム付き商品券や学校給食費の値上げを防ぐために自治体が活用できる地方創生臨時交付金を拡充する補正予算の編成・成立を推進しました。 https://t.co/wXx5CP6nMk,"Thank you very much for coming to Komeito Tokyo Headquarters Street Speech. Toshiko Takeya, a member of the House of Councillors who sticks to the politics of one person, promotes the formulation and enactment of a supplementary budget to expand temporary subsidies for regional revitalization that can be used by local governments to prevent price hikes of gift certificates with premiums and school lunch fees as a countermeasure against soaring prices. Did. https://t.co/wXx5CP6nMk"
133,133,2022-06-17 11:15:30+00:00,ayuko_eiicon,"先端技術・循環型社会・地方創生・物流機能の安定供給など4テーマで始動！―SGホールディングスがグループ全体で取り組むhttps://t.co/suDAKKmxCN

2020年からの「HIKYAKU LABO」の共創土壌をグループ全体に拡げるタイミング！
ご支援できて光栄です！
#SG #HIKYAKULABO #eiicon","Starting with 4 themes such as advanced technology, recycling-oriented society, regional revitalization, and stable supply of logistics functions! - SG Holdings works on a group-wide basis https://t.co/suDAKKmxCN

Now is the time to expand the co-creative soil of ""HIKYAKU LABO"" to the entire group from 2020!
We are honored to support you!
#SG #HIKYAKULABO #eiicon"
134,134,2022-06-15 07:46:12+00:00,highreso_jp,"石川県の地方創生の取り組みをご紹介📣

https://t.co/OBVaMNByJX","Introducing Ishikawa Prefecture's regional revitalization efforts📣

https://t.co/OBVaMNByJX"
135,135,2022-06-13 12:43:19+00:00,m70101936,"品川駅にて公明党の #原油高騰 対策で #竹谷とし子を掲げろ🙋‍♂️

石油元売り会社への補助金の、１ℓ当たり上限を25円→35円に🆙し、ガソリン全国平均価格の抑制目標を172円→168円に⬇️

さらに補正予算で、本年9月迄の補助金の財源確保💴

#港区 は、補正予算の地方創生臨時交付金で公衆浴場を追加支援♨️ https://t.co/oAmXPT9J8E","Raise Toshiko Takeya at Shinagawa Station as a countermeasure against the Komeito #crude oil rise 🙋‍♂️

The upper limit of subsidies to oil wholesalers per liter has been increased from 25 yen to 35 yen🆙, and the target for suppressing the national average gasoline price has been increased from 172 yen to 168 yen⬇️

In addition, the supplementary budget will secure financial resources for subsidies until September this year💴

#Minato Ward provides additional support for public baths with a supplementary budget regional revitalization temporary grant ♨️ https://t.co/oAmXPT9J8E"
136,136,2022-06-12 02:34:47+00:00,SOCIO34050,"@takashikiso ワーケーションは非観光業界の方では頻繁に耳にします。
特に地方創生とワンセットで語られる事が多いです。地方自治体がアピールする事もあれば最近流行りのSDGsの一環として大手企業がやってたりと。","@takashikiso I often hear about workcations in the non-tourism industry.
In particular, it is often talked about as one set with regional revitalization. Local governments sometimes appeal, and major companies are doing it as part of the recently popular SDGs."
137,137,2022-06-11 16:07:27+00:00,akikatsu_cmo,こんな制度で、流通のハードルが高い農地付き空き家も利活用されたら嬉しい！新規就農などを募集する際に農地と住居をセットにできたら、二つの社会課題の組み合わせで、一つの魅力的な制度に。@uchida_iwaki  #空き家 #地方創生 #移住 #新規就農,"I would be happy if vacant houses with farmland, which have high distribution hurdles, could be utilized under such a system! If farmland and housing can be set as a set when recruiting new farmers, it will be a single attractive system by combining two social issues. @uchida_iwaki"
138,138,2022-06-10 15:37:51+00:00,akikatsu_cmo,市川さんの町おこし、当社もお手伝いしています！　#市川町 #女と男 #市川町 #兵庫県 #空き家 #地方創生,We are also helping Mr. Ichikawa to revitalize the town! #Ichikawa Town #Woman and Man #Ichikawa Town #Hyogo Prefecture #Empty House #Regional Revitalization
139,139,2022-06-08 07:39:49+00:00,MayukoMichigoe,"7月開催の地方創生サミット、プレスリリースから3日で事前エントリー500名突破との事！すごい！このペースでいくとエントリー数1万人とか行きそうな勢い！！注目度高いですね！私も1日目のオープンセッションと5日目の自治体セッションにて登壇します。ご注目ください〜

https://t.co/oLYgzy6d0U https://t.co/T4x1qW1YNQ","The regional revitalization summit held in July has exceeded 500 pre-entrants in 3 days from the press release! very! At this pace, the number of entries is likely to reach 10,000! ! It's getting a lot of attention! I will also be presenting at the open session on the 1st day and the local government session on the 5th day. Please pay attention~

https://t.co/oLYgzy6d0U https://t.co/T4x1qW1YNQ"
140,140,2022-06-08 02:00:15+00:00,ceo_comix,"7月開催の地方創生サミットの注目度が凄い事になってます。PR TIMES配信からわずか3日間で事前登録（無料）500人突破！この勢いだと1万人とか行きそうです。事前登録は以下URLから1〜2分で完了します。
https://t.co/1BtWNO7wrY

#地方創生 #地方創生サミット https://t.co/i6YHWKPjCJ","The attention of the regional revitalization summit held in July is amazing. Pre-registration (free) exceeded 500 people in just 3 days from PR TIMES distribution! With this momentum, it seems that 10,000 people will go. Pre-registration will be completed in 1-2 minutes from the following URL.
https://t.co/1BtWNO7wrY

# Regional Revitalization # Regional Revitalization Summit https://t.co/i6YHWKPjCJ"
141,141,2022-06-07 12:59:13+00:00,kojomasao,東京都議会令和4年第2回定例会の代表質問は、公明党23名が現場の声を基に練り上げた政策を、谷村孝彦議員が知事に迫りました。補正予算案は、公明党が強く求めた国の地方創生臨時交付金が活用されています。プレミアム付き商品券、制度融資の拡充、学校給食やウクライナ避難民の支援などを推進します。 https://t.co/8ZlSXtQdOL,"Representative question of the 2nd regular session of the Tokyo Metropolitan Assembly in 2020, Rep. Takahiko Tanimura approached the governor about the policy that 23 Komeito members worked out based on the voices of the field. The supplementary budget bill utilizes the government's temporary subsidy for regional revitalization, which was strongly requested by Komeito. We will promote gift certificates with premiums, expansion of institutional loans, school lunches, support for Ukrainian refugees, etc. https://t.co/8ZlSXtQdOL"
142,142,2022-06-07 09:16:22+00:00,kohey1212y,"@uzuki_rin わー！リプ気づかなくて返信遅れました。ごめんなさい🙏

なんと！りんさんも接点あるとは!!!😳

このイベントのお繋ぎ役の地方創生関連のコミュニティに所属してるのと、よく一緒にお仕事させていただいてるんです😊
あと6curryも入会を検討中です！","@uzuki_rin Wow! Sorry for the late reply, I didn't notice your reply. sorry 🙏

Oh my God! Rin-san also has contact!!!😳

I belong to a community related to regional revitalization that serves as a bridge for this event, and I often work with them😊
6curry is also considering joining!"
143,143,2022-06-05 07:45:31+00:00,MayukoMichigoe,"過去最大規模での地方創生サミット7/11-15の五日間開催決定です！

私もオブザーバーとして、登壇や自治体さんの登壇セッティングなどさせていただいています。

豪華なゲストのお話がたくさん聞けそうで楽しみ！！3000人規模を集客予定との事なので、皆さん是非奮ってご参加ください。","The largest regional revitalization summit to date will be held for five days from July 11th to 15th!

As an observer, I also participate in the presentations and set up presentations for local governments.

I can't wait to hear a lot of gorgeous guest stories! ! We are planning to attract 3000 people, so please come and join us."
144,144,2022-06-05 06:33:01+00:00,ceo_comix,"過去最大の規模で地方創生サミット開催します✨🌈😊乞うご期待下さいませ！

地方創生サミット7月開催決定！日本の活力を地方から盛り上げる最前線の取り組みを知れる5日間 https://t.co/02ku9huztW @PRTIMES_JPより","We will hold a regional revitalization summit on the largest scale ever✨🌈😊Please look forward to it!

Regional Revitalization Summit to be held in July! Five days to learn about the front-line efforts to boost the vitality of Japan from rural areas https://t.co/02ku9huztW From @PRTIMES_JP"
145,145,2022-06-03 23:36:47+00:00,kyoujuhs,#Nowplaying 地方創生プログラム　ONE-J 20220515 - 本仮屋ユイカ　ゲスト：堀口正裕（TURNSプロデューサー） (地方創生プログラム　ONE-J) https://t.co/aCMSofQ3VN,#Nowplaying Regional Revitalization Program ONE-J 20220515 - Motokariya Yuika Guest: Masahiro Horiguchi (TURNS Producer) (Regional Revitalization Program ONE-J) https://t.co/aCMSofQ3VN
146,146,2022-06-01 11:08:48+00:00,MayukoMichigoe,"今日は浅草のローカルネットテレビ局ラジオ""鳥越アズーリFM""さんの番組に出演致します。

地方創生やインバウンド誘致の取り組み等すごく緩〜くお話しします！
イタリアで活躍するアレクサンダーフジタさんと！私は20:30くらいの出演です。@AZPANFMでコメントお寄せください〜
https://t.co/HvfSXIr4Tt https://t.co/6bu8Lpp4DA","Today, I will be appearing on the radio program of Asakusa's local net TV station ""Torigoe Azuri FM"".

I will talk very loosely about regional revitalization and efforts to attract inbound tourists!
With Alexander Fujita who is active in Italy! I will be performing at about 20:30. Leave us a comment at @AZPANFM~
https://t.co/HvfSXIr4Tt https://t.co/6bu8Lpp4DA"
147,147,2022-05-31 10:49:41+00:00,takahashimitsu7,本日、参院本会議で #補正予算 案が可決成立。燃油価格の激変緩和策の延長・拡充や生活困窮者支援、自治体が学校給食費や公共料金の負担軽減等に活用できる地方創生臨時交付金の拡充等、#公明党 の主張が随所に反映された政府の総合緊急対策の財源の裏付けとなるもの。早期執行に力を尽くして参ります https://t.co/PXGonv4bri,"Today, the #Supplementary budget bill was passed at the plenary session of the House of Councillors. #Komeito's claims are reflected everywhere, such as the extension and expansion of mitigation measures for drastic changes in fuel prices, support for the needy, and the expansion of local revitalization temporary grants that can be used by local governments to reduce the burden of school lunch expenses and public utility charges. to support the funding of the Government's Comprehensive Contingency Plan. We will do our best for early execution https://t.co/PXGonv4bri"
148,148,2022-05-30 11:10:15+00:00,atata_i,"#イノバズ https://t.co/zESccsHIL2 #応援バズらせ隊

地方創生バラエティー番組

皆んなで
楽しくやりましょう💓♬

٩( ˶˙ᴗˆ˶ )وｴｲｴｲｵｰ!🔥","# Innovaz https://t.co/zESccsHIL2 # Support Buzz Team

Regional Revitalization Variety Program

with everyone
Let's have fun 💓♬

٩( ˶˙ᴗˆ˶ )و Yay!🔥"
149,149,2022-05-30 07:17:26+00:00,iwazun_hotel,"地方創生の新機軸となるか？：リノベーションホテルで地域活性化(https://t.co/h2i0xKgoXO)
#Yahooニュース
https://t.co/3PfZ33mOxE","Will it become a new axis for regional revitalization? : Regional revitalization at a renovated hotel (https://t.co/h2i0xKgoXO)
#Yahoo News
https://t.co/3PfZ33mOxE"
150,150,2022-05-30 05:54:22+00:00,ldps_tokyo,"全国青年部長・青年局長合同会議・研修会に参加いたしました。
各分野の先生方が参加され、地方創生、外交、デジタル、経済政策の多岐にわたる分野についての講演をしていただき実りの多い一日になりました。
#自民党
#青年局長
#学生部 https://t.co/bzG7V61j97","Participated in a joint meeting and training session of the National Youth Division and Youth Bureau Director.
Professors from various fields participated and gave lectures on a wide range of fields such as regional revitalization, diplomacy, digital technology, and economic policy, making it a fruitful day.
#Liberal Democratic Party
#youth director
# Student Department https://t.co/bzG7V61j97"
151,151,2022-05-30 00:30:02+00:00,03193019,参院予算委員会視聴。蓮舫さんの質問いいですね！地方創生の黒田室長と言う人の答弁、雑！もっと丁寧に蓮舫さんの後ろに国民が聞いている事を忘れないで。,"Watch the House of Councilors Budget Committee. Renho-san's question is good! Mr. Kuroda's answer for regional revitalization, miscellaneous! Don't forget that the people are listening more carefully behind Renho-san."
152,152,2022-05-28 14:40:17+00:00,meguminakajima,"《活動報告》
#立憲民主党 青年局主催 #おしゃべり会議 に参加しました。
ITCを活用した #地方創生 離島の地域活性化をDXを通じて実現するための実証実験など、様々なテーマについて議論しました。

大学生や高校生とお話しできる機会をいただき、新鮮な気持ちになりました😊

#中島めぐみ 
#台東区 https://t.co/XjP7tSVU2o","""activity report""
I participated in the #chattering conference sponsored by the #Constitutional Democratic Party Youth Bureau.
#Regional revitalization using ITC We discussed various themes such as demonstration experiments to realize regional revitalization of remote islands through DX.

It was refreshing to have the opportunity to talk with college and high school students😊

#megumi nakajima
# Taito Ward https://t.co/XjP7tSVU2o"
153,153,2022-05-28 08:14:33+00:00,aki_katsu_wada,"昨日の報道ステーションにちょっぴり登場しました。Youtubeで切り取ってもらってるので、ぜひ、ご覧ください！空き家関連のベンチャーは増えてますし、地方創生に役立ってます！僕たちもど真ん中なので、リーディングカンパニーになるよう頑張ります！
https://t.co/P8ASrEG21n https://t.co/8aOOHNzDIO","A little appeared in yesterday's news station. I have cut it on Youtube, so please take a look! Ventures related to vacant houses are increasing, and they are helping to revitalize the region! We are right in the middle, so we will do our best to become a leading company!
https://t.co/P8ASrEG21n https://t.co/8aOOHNzDIO"
154,154,2022-05-28 02:12:25+00:00,kazuyatousen,"#UAゼンセン 全国議員団会議。
久し振りに全国の仲間が集まりました。
UAゼンセン重点(産業)政策と「#地方創生 の課題と展望」についての研修会です。

#UAゼンセン議員ネットワーク
#かわいたかのり
#宮城県議会 https://t.co/XUGgKoszcu","#UA Zensen National Parliamentarians Conference.
After a long time, friends from all over the world gathered.
This is a workshop on UA ​​Zensen's priority (industrial) policies and ""#local revitalization challenges and prospects.""

#UA Zensen Congressman Network
#cute
# Miyagi Prefectural Assembly https://t.co/XUGgKoszcu"
155,155,2022-05-27 04:20:46+00:00,another_jpn_tt,"昨日はTURNSさんとの連携リリースのオンライン記者会見でした。

コミュニケーションチームのPR担当として、佐向・千葉・山本が参加し、緊張しながらも和やかに(？)対談いたしました！

↓プログラム概要はこちら↓
https://t.co/60voqjYxVy

#アナザージャパン #地方創生 #学生経営 https://t.co/9L9Ku26EpF","Yesterday was the online press conference for the collaborative release with TURNS.

Sako, Chiba, and Yamamoto, who are in charge of PR for the communication team, participated and had a friendly (?) discussion while being nervous!

↓ Click here for the program outline ↓
https://t.co/60voqjYxVy

# Another Japan # Regional Revitalization # Student Management https://t.co/9L9Ku26EpF"
156,156,2022-05-21 03:44:13+00:00,tsukijimekiki,"創立5周年記念フォーラムを開催！
「豊洲市場の”MEKIKI”を世界へ」
 ~海のテロワールをめざして~

基調講演「MEKIKIと地方創生」
出演者
地域エコノミスト #藻谷浩介 氏
内閣官房地域活性化伝道師 #山田桂一郎 氏
テーマ「MEKIKIと地方創生」
貴重な機会です！是非！！
🔻
https://t.co/Mvx6thmBfm https://t.co/VfumrLUTC4","5th anniversary forum held!
""Toyosu Market 'MEKIKI' to the world""
 ~Aiming for the terroir of the sea~

Keynote Speech ""MEKIKI and Regional Revitalization""
Performer
Mr. Kosuke Motani, Regional Economist
Cabinet Secretariat regional revitalization evangelist #Keiichiro Yamada
Theme ""MEKIKI and regional revitalization""
This is a precious opportunity! I'd love to! !
🔻
https://t.co/Mvx6thmBfm https://t.co/VfumrLUTC4"
157,157,2022-05-20 14:51:14+00:00,boundary_drone,"東京の今のオフィスを選定した理由は、建物地下で仙台の牛タンが食べれるからです🐮🤔

#有楽町　#牛タン　#地方創生 https://t.co/DD42sIIz3P","The reason I chose my current office in Tokyo is because I can eat Sendai beef tongue in the basement of the building🐮🤔

#Yurakucho #Beef Tongue #Regional Revitalization https://t.co/DD42sIIz3P"
158,158,2022-05-19 04:49:33+00:00,SARBLAB3,"東京ビッグサイトで行われている「自治体総合フェア2022 」にやってきました😀

別会場の食品関係の展示を横目に🤣、地方創生やメタバースについての情報収集です🙂
 #本日のSARBLAB https://t.co/UNY7lLvryj","I came to the ""Municipal General Fair 2022"" held at Tokyo Big Sight 😀

Looking sideways at the food-related exhibition at another venue🤣, gathering information about regional revitalization and the metaverse 🙂
 # Today's SARBLAB https://t.co/UNY7lLvryj"
159,159,2022-05-18 20:58:00+00:00,ranpou,コロナ対策の地方創生臨時交付金で土偶．．． https://t.co/GlVwENgWtN #Tansa #探査報道,A clay figurine with a temporary subsidy for regional revitalization as a countermeasure against corona. . . https://t.co/GlVwENgWtN #Tansa # Exploration coverage
160,160,2022-05-18 12:47:13+00:00,mamazou,地方創生VCのみに出資とかがあっても良いですね,It would be nice if there were investments only in regional revitalization VCs.
161,161,2022-05-18 08:10:35+00:00,akikatsu_cmo,"あれよあれよと、チャンネル登録者数20,000人を超えました！活用のお問合せも爆増中。空き家をお持ちの方からのご相談も絶賛受付中です！　

#空き家 #不動産 #地方創生 #移住 #YouTube #YouTuber #古民家 
#企業公式相互フォロー","Areyoareyo, the number of subscribers has exceeded 20,000! Inquiries about its use are also increasing. We are also accepting consultations from those who have an empty house!　

#Empty house #real estate #regional founding #migration #YouTube #YouTuber #old house
#Corporate official mutual follow"
162,162,2022-05-13 14:09:09+00:00,kojomasao,物価高騰対策と生活支援が柱の国の「総合緊急対策」は、公明党の総点検運動に基づく緊急提言が数多く反映され、自治体向けの地方創生臨時交付金も拡充されています。新宿区議会公明党とともに4月28日、吉住区長と針谷教育長に対して、この交付金を活用し、学校給食費の値上げを防ぐよう要望しました。 https://t.co/870rODFsxs,"The country's ""comprehensive emergency measures"", which are pillars of countermeasures against soaring prices and livelihood support, reflect many emergency proposals based on the Komeito's comprehensive inspection campaign, and also expand temporary regional revitalization subsidies for local governments. On April 28, together with the Komeito Party of the Shinjuku Ward Assembly, we made a request to Mayor Yoshizumi and Superintendent of Education Hariya to use this subsidy to prevent an increase in school lunch fees. https://t.co/870rODFsxs"
163,163,2022-05-11 09:33:22+00:00,radiodirectorky,"NHKに #nishikigoiNFT が取り上げられてますね。

世界初のデジタル住民証明証を兼ねたNFTなので、これからもドンドン取り上げられるでしょう。

同じような地域からすると、モデルケースになるはず。

「NFT」技術を活用 地方創生に役立てようという動き 新潟 長岡 | NHK   https://t.co/tsGJJAxR5v","#nishikigoiNFT has been featured on NHK.

Since it is the world's first NFT that doubles as a digital resident card, it will continue to be picked up.

From a similar area, it should be a model case.

Movement to utilize ""NFT"" technology for regional revitalization Niigata Nagaoka | NHK https://t.co/tsGJJAxR5v"
164,164,2022-05-11 03:35:08+00:00,kyoujuhs,#Nowplaying 地方創生プログラム　ONE-J 20220424 - 本仮屋ユイカ／斉藤慎二（ジャングルポケット） (地方創生プログラム　ONE-J) https://t.co/gkBTg50hpt,#Nowplaying Regional Revitalization Program ONE-J 20220424 - Yuika Motokariya / Shinji Saito (Jungle Pocket) (Regional Revitalization Program ONE-J) https://t.co/gkBTg50hpt
165,165,2022-05-10 22:15:52+00:00,naminolift,"@tawashi_ojisan2 これ、地元沼津の名産西浦みかんをイメージしたオレンジの目玉を地元の商店街で買ったものです

西尾商店亀の子束子×たわしおじさん地元由来の何かをコラボした地方創生事業の一環となっております

3号のミッションは人類の概念をアップデートさせる事なのでそのための #たわしのさんぽ なのである！","@tawashi_ojisan2 This is an orange eyeball I bought at a local shopping arcade inspired by Nishiura mandarin oranges, a specialty of Numazu.

Nishio Shoten Kamenoko Tawashi x Uncle Tawashi This is part of a regional revitalization project that collaborates on something originating from the local area.

The mission of No. 3 is to update the concept of humanity, so that's what #TawashinoSanpo is for!"
166,166,2022-05-04 13:03:44+00:00,liuyang2011,"LUSHミュージックは
地方創生にダッシュ中！
#LushMusic https://t.co/39CZGEy7z2","LUSH music
Dash into regional revitalization!
#LushMusic https://t.co/39CZGEy7z2"
167,167,2022-04-28 12:42:31+00:00,N_hiromasa,"今国会10回目の質疑は、地方創生特別委員会。地方議員出身の私としては、大事にしている委員会です。女性デジタル人材の育成、ニ地域住居、地方自治体のガバメントクラウドの移行等について、北陸信越内を回らせていただく中で感じ取った点について思いを込め質疑しました。
#地方創生 #デジタル https://t.co/X32ePP0IYk","The 10th question and answer session of the current Diet session is the Regional Revitalization Special Committee. As a member of the local council, I cherish this committee. I thoughtfully asked questions about the points I felt while traveling around the Hokuriku Shinetsu area, such as the development of female digital human resources, dual-regional housing, and the transition to the government cloud of local governments.
# Regional Revitalization # Digital https://t.co/X32ePP0IYk"
168,168,2022-04-28 10:06:59+00:00,dadoftaft,「ラーメンは、麺や野菜、肉など各地の特色があらわれる。世界にもっと広がり、地方創生につながればいい」ならばまず入国制限を撤廃し、海外から観光客をどんどん入れることが先でしょ。,"""Ramen has the characteristics of each region, such as noodles, vegetables, and meat. It would be great if it could spread to the rest of the world and lead to regional revitalization."""
169,169,2022-04-28 00:07:10+00:00,OfficeCozy,"都内の私立高校にて
SDGs de 地方創生カードゲーム体験会をファシリテーター12名で高校2年、5クラスで実施しました。修学旅行で地方に行き様々な事を学ぶそうです。#SDGs https://t.co/JVUiJU3UY3","At a private high school in Tokyo
12 facilitators held a SDGs de regional revitalization card game experience event in 5 classes of 2nd year high school students. It seems that I will go to the countryside on a school trip and learn various things. #SDGs https://t.co/JVUiJU3UY3"
170,170,2022-04-27 10:11:59+00:00,inubouz_P,"《地方創生こまちプレゼント企画》
30日開催の「ふるいち二川マンガ館オープニングフェスティバル」にて
三日月葵ちゃんとのVSで1名様に
【葵ちゃん＋戦国舞将女4人】のワイドチェキをプレゼント。
4/30は是非真庭市へ！！

実は5人のワイドチェキは初めてです。 https://t.co/zvDMyDqCdk","《Regional Revitalization Komachi Gift Project》
At the ""Furuichi Futagawa Manga Museum Opening Festival"" held on the 30th
1 person in VS with Aoi Mikazuki
A wide cheki of [Aoi-chan + 4 Sengoku dancers] will be given as a gift.
Come to Maniwa City on 4/30! !

Actually, it's the first time for a wide cheki with 5 people. https://t.co/zvDMyDqCdk"
171,171,2022-04-25 09:18:46+00:00,akikatsu_cmo,空き家問題、初歩の初歩から知ってみて！　#空き家 #解説 #地方創生 #中古不動産 #不動産,Learn about the problem of empty houses from the very beginning! #Vacant house #commentary #regional revitalization #used real estate #real estate
172,172,2022-04-21 02:16:52+00:00,inubouz_P,"@meganenokiwami 地方をやっぱり盛り上げたいという気持ちが強くて^ ^
これからも、応援と地方創生こまちプロジェクトのご協力を宜しくお願い致します。","@meganenokiwami I have a strong desire to liven up the region ^ ^
We look forward to your continued support and cooperation with the Regional Revitalization Komachi Project."
